id,nome,marca
14898,Piso Nature Amendoa Acetinado 18x113cm,VIVENCE
14900,Piso Servilha Gray 56x113cm,VIVENCE
14901,Piso Solari Nude Polido 74x74cm,VIVENCE
14905,Piso Acetinado Urban Grafite 75x75cm,VIVENCE
14906,Piso Urban Greice Acetinado 75x75cm,VIVENCE
14907,Piso Urban Silver Acetinado 75x75cm,VIVENCE
14912,Placa 4x2 1P Horizontal Ebony Clean,SLEEK
14915,Placa 4x2 2P Horizontal Ebony Clean,SLEEK
14917,Placa Clean 4x4 6 Postos Preto Fosco Ebony Clean,
14919,Placa de Porcelana PL4810 30x30cm,JATOBA
14921,Placa de Porcelana PL8402 30x30cm,JATOBA
14924,Placa de Porcelana PL8166 30x30cm,JATOBA
14925,Placa de Porcelana PL8410 30x30cm,JATOBA
14928,Placa de Porcelana PL8420 30x30cm,JATOBA
14930,Placa de Porcelana PL8470 30x30cm,JATOBA
14931,Placa Ebony 4x2 1 Posto com Suporte,SLEEK
14933,Placa Ebony 4x2 1 Posto Horizontal,SLEEK
14934,Placa Ebony 4x2 2 Posto Separados com Suporte,SLEEK
14937,Placa Ebony 4x2'' 3 Posto com Suporte,SLEEK
14938,Placa Ebony 4x2'' Cega com Suporte,SLEEK
14939,Placa Ebony 4x4 2 Postos Horizontal,SLEEK
14943,Placa Ebony 4x4 6 Postos com Suporte,SLEEK
14945,Placa 2 Postos 16025 Branca 4x2cm,SLEEK
14947,Placa 4x2cm com 1 Posto Horizontal e Suporte Branca,SLEEK
14949,Placa 3 Postos 16023 Branca 4x2cm,SLEEK
14952,Placa 4x2cm com 2 Postos Horizontais Separados e Suporte Branca,SLEEK
14954,Placa 4x4cm com 4 Postos Horizontais Separados e Suporte Branca,SLEEK
14955,Placa Cega 16022 Branca 4x4cm,SLEEK
14958,Placa Cega 4x2cm e Suporte Branca,SLEEK
14960,Placa Postos 160021 Branca 2 4x4cm,SLEEK
14962,Placa: a Escolha Ideal para Postos de Combustível,SLEEK
14995,Poltrona Bela Vista Branca: Conforto e Estilo para Seu Espaço - bistro,MOR
14996,Poltrona Bela Vista Branca: Conforto e Estilo para Seu Espaço - bela vista,MOR
15003,"Polyfort Massaplic para Azulejos 1,5kg",PULVITEC
15005,Polyfort Massaplic para Azulejos 5kg,PULVITEC
15007,Ponteiro Redondo 3/4X10'',SÃO ROMÃO
15009,Polyfort Massaplic para Azulejos 700g,PULVITEC
15010,Ponteiro SDS Plus 14x250mm,AQUATOOLS
15064,Assentador de Telão,Viluz
15068,Ativador Adesão 150 ml 7649,Loctite
15070,Ativador para Adesão Âmbar 150 ml 7471,Loctite
15082,Auto Escova para Lavadoras 9.302.051.0,Karcher
15118,Avental Barbeiro de Raspa com Emendas com Mangas CA,Zanel
15123,"Avental de Raspa com Costura 60cm X 1,00m CA 19515 9002 SÃO MANOEL",Sao Manoel
15124,Avental de Raspa Barbeiro com Mangas g CA 17816 9006,Sao Manoel
15126,Avental de Raspa com Forro e Mangas 120/70 CA,Zanel
15128,Avental de Raspa com Mangote + Luva + Perneira de Raspa SÃO MANOEL,Sao Manoel
15130,Avental de Raspa Frontal 120 X 60 cm CA 17816 9004,Sao Manoel
15132,"Avental de Raspa sem Costura 1,2m com Perneira de Raspa e Luva de Raspa Média SÃO MANOEL",Sao Manoel
15135,"Avental de Raspa sem Costura 60cm X 1,00m CA 19515 9001 SÃO MANOEL",Sao Manoel
15136,"Avental de Raspa sem Costura 60cm X 1,2m CA 19515 9003 SÃO MANOEL",Sao Manoel
15139,Avental de Raspa sem Mangas Tipo Açougueiro (soldador) com Costura 120x60cm CA,Zanel
15140,Avental de Raspa sem Mangas Tipo Açougueiro (soldador) com Costura 60cmx1.00mt CA,Zanel
15143,Avental de Raspa sem Mangas Tipo Açougueiro (soldador) sem Costura 120x60cm CA,Zanel
15144,Avental de Raspa sem Mangas Tipo Açougueiro (soldador) sem Costura 60cmx1.00mt CA,Zanel
15145,"Avental em Raspa 1,00 X 0,60 m sem Costura",Carbografite
15148,Avental de Raspa Tipo Barbeiro com Emendas e Gola CA,Zanel
15150,"Avental PVC Forrado 1,20 X 0,65m Branco 69",Brasopolis
15152,"Avental PVC Forrado 1,20 X 0,65m Preto 87",Brascamp
15153,Avental Raspa sem Costura com Luva de Raspa 20cm e Perneira de Raspa com Velcro SÃO MANOEL,
15155,"Avental Trevira Laranja/preto 1,20 X 0,70m",Plastcor
15157,"Avental Vinil 1,20x0,70m Incolor 112",Brasopolis
15164,Bacia Redonda 6 Litros 2036,Lupus
15168,Badame para Acanelar Interno 1616 Aço FAI 1616 DP30,Souza Fer
15171,Badame para Acanelar Interno 2020 Aço FAI 2020 DP30,Souza Fer
15178,Balanceadora de Rodas Manual Monofásica Azul MR50,Ribeiro
15190,Balancim 0.4 a 1.0kg 1.6mt Industrial (mola),Chicago
15192,Balancim 0.5 a 3.0 kg Industrial P-3,Draw
15194,Balancim 1.0 a 2.0kg 1.6mt Industrial (mola),Chicago
15196,Balancim Capacidade de 0.3 kg a 0.8 kg SB - 600,Carbografite
15198,Balancim Capacidade de 0.5 kg a 1.50 kg SB - 1.5K,Carbografite
15201,Balancim Capacidade de 0.6 kg a 1.50 kg SB,Carbografite
15204,Balancim Capacidade de 0.8 kg a 2.0 kg,Carbografite
15206,Balancim Capacidade de 1.00 kg a 2.00 kg SB,Carbografite
15208,Balancim Capacidade de 1.5 kg a 3.00 kg SB,Carbografite
15210,Balancim Capacidade de 1.5 kg a 3.00 kg SB - 3K,Carbografite
15212,Balancim Capacidade de 5.00 kg a 9.00 kg SB - 9K,Carbografite
15213,Balancim Capacidade de 3.00 kg a 5.00 kg SB - 5K,Carbografite
15217,Balancim Capacidade de 9.00 kg a 15.0 kg SB - 15K,Carbografite
15219,Balancim Industrial 0.6 a 3kg,Sigma Tools
15222,Balancim Industrial 2 kg a 5 kg P5,Draw
15223,Balancim Industrial 17 kg a 23 kg P23,Draw
15227,Balancim Industrial 22 kg a 28 kg P25,Draw
15229,Balancim Industrial 27kg a 34kg P-30,Draw
15230,Balancim Industrial 3.0 a 5.0kg,Sigma Tools
15231,Balancim Industrial 5.0 a 9.0kg,Sigma Tools
15233,Balancim Industrial 9 kg a 12 kg P12,Draw
15235,Balancim Industrial 7 kg a 10 kg P10,Draw
15237,Balancim Industrial de Mola 4 kg a 8 kg para Ferramentas Pneumáticas P-8,Draw
15239,Balancim para Ferramentas Pneumáticas 1.5 a 3.0 kg LBS2,Schulz
15242,Balancim para Ferramentas Pneumáticas 0.6 a 1.5 kg LBS1,Schulz
15244,Balancim para Ferramentas Pneumáticas 3.0 a 5.0 kg,Carbografite
15245,"Balancim para Ferramentas Pneumáticas 5,0 a 9,0 kg",Puma
15248,Balancim para Ferramentas Pneumáticas de 0.6 a 1.5kg,Puma
15250,Balancim para Ferramentas Pneumáticas de 3.0 a 5.0kg,Puma
15251,Balancim para Ferramentas Pneumáticas de 1.5 a 3.0kg,Puma
15253,Balancim para Ferramentas Pneumáticas HSB-1 (300-1200G),Carbografite
15255,Balancim Profissional 3.0 a 5.0kg,Sigma Tools
15261,Balde de Nylon 300x350mm,Carbografite
15267,Balde de Lona 350mm X 300mm CG 435,Carbografite
15271,Balde Graduado 10 Litros com Bico Bicromatizado,Lubefer
15272,Balde Graduado com Bico Bicromatizado 20 Litros,Lubefer
15275,Balde Graduado em Aço Inox 20 Litros,Lupus
15278,Balde Métalico para Concreto 10 Litros,Nove54
15284,Balde para Mistura e Transporte Graduado de 20 Litros Transparente 6681,Bremen
15296,Balômetro Teste Vazamento de Ar -20 a +60 °C 420,Testo
15597,Bandaca de Trabalho Multiuso,Cortag
15599,Bandagem Industrial Taperepair 10cm X 9m TR2,Tapmatic
15603,"Bandagem Industrial Taperepair 5cm X 3,6m TR1",Tapmatic
15632,Banqueta em Alumínio com 2 Degraus,Alulev
15642,Banqueta Industrial em Alumínio com 2 Degraus (Ref BI-401),Alulev
15645,Banqueta Industrial em Alumínio com 2 Degraus (Ref BI-501),Alulev
15646,Banqueta Isolante Fibra de Vidro 30cm 50 KVA,Cogumelo
15684,Barra Roscada 1/2'' X 1 Metro UNC Zincada,Ancora
15686,"Porta Angelim Lisa 210X60X3,5cm",DIFLADI
15690,"Porta Angelim Lisa 210x70x3,5 cm",DIFLADI
15691,"Porta Angelim Lisa 210X80X3,5cm",DIFLADI
15692,Barra Roscada 1/4'' X 3 Metros UNC Zincada,Ancora
15695,Barra Roscada 5/16'' X 1 Metro UNC Zincada,Ancora
15700,Barramento Neutro Azul,Steck
15704,Barramento Neutro com Suporte Azul 8 Ligações 89mm SBN8,Steck
15714,Porta de Madeira C/batente de Aço Neblina Mogno 217x65cm Direita,MGM
15731,Porta Laminada Direita 210x63x6cm,RAMASSOL
15733,Porta Laminada Direita Preto Primer Completa 210x83x6cm,RAMASSOL
15735,Porta Laminada Esquerda 210x73x6cm,RAMASSOL
15737,Porta Laminada Esquerda Preto Primer Completa 210x83x6cm,RAMASSOL
15738,Porta Laminada Direita 210x73x6cm,RAMASSOL
15740,Porta Neblina Mogno 217x85cm Esquerda: Elegância e Durabilidade para Seu Espaço,MGM
15741,Barramento 10T Verde,Steck
15742,Barramento com Suporte Verde 8 Ligações 89mm SBT8,Steck
15743,Porta Laminada Esquerda 63cm,RAMASSOL
15745,Porta Mista Xadrez 215X83X6cm Esquerda,RAMASSOL
15746,"Base Borracha Cone Pirulito 2,1kg 70.000.131",Plastcor
15748,Barreira Pantográfica para Isolação de Área,Carbografite
15750,"Base com Velcro 6"" para Lixadeiras Pneumáticas sem Furos PC6P",Puma
15751,Porta Papel Higiênico Soul Aço Escovado,KROMMA
15756,Porta PVC Sanfonada Marmorizado 210x72,PERMATTI
15757,Porta PVC Sanfonada Marmorizado 210x97,PERMATTI
15759,Porta PVC Sanfonada Mogno Liso 210x60,PERMATTI
15761,Porta Sanfonada Marmorizado PVC 210x60cm,PERMATTI
15763,Porta PVC Sanfonada Mogno Liso 210x97,PERMATTI
15765,Porta Sanfonada Marmorizado PVC 210x85cm,PERMATTI
15768,Base Fusível NH T000/T00 160A 690V,Siemens
15769,Porta Sanfonada Mogno PVC 210x72cm,PERMATTI
15770,Porta Sanfonada em PVC Branca 210x97cm,PERMATTI
15771,Porta Sanfonada PVC Branca 210x72cm,PERMATTI
15772,Base Giratória para Morsa Hidráulica HS-150 HS-6,Btfixo
15773,Porta Sanfonada Mogno PVC 210x85cm,PERMATTI
15775,Porta Sanfonada PVC Branca 210x85cm,PERMATTI
15776,Porta Sanfonada PVC Branca 60x210cm,PERMATTI
15777,Base Giratória para Morsa Hidráulica,Manrod
15780,Porta Sanfonada PVC Cinza Marmorizado 210x60cm,PERMATTI
15781,Porta Sanfonada PVC Cinza Marmorizado 210x72cm,PERMATTI
15783,Porta Sanfonada PVC Cinza Marmorizado 210x85cm,PERMATTI
15792,"Base para Lixadeiras 6"" com Furos e Velcro",Puma
15798,"Bastão Balizador Articulado 2,00 Metros Smart 1.02.0545",Agmov
15800,Bastão Balizador Articulado 4 Metros Smart 1.02.0608,Agmov
15801,"Bastão Balizador Articulado Smart 2,00 Metros 1.02.0545",Agmov
15802,Porta Toalha Barra Duplo Lorenvogue 2042 C98 Cromado,LORENZETTI
15804,Porta Toalha/cabide Cromado Duplo de Parede Talita Stander,METAIS TALITA
15805,"Bastão Balizador Articulado Smart 3,00 Metros 1.02.0487",Agmov
15807,"Bastão Balizador de Haste Única Smart 1,00 Metro 1.01.0796",Agmov
15808,"Bastão Balizador de Haste Única Smart 1,50 Metros 1.01.0797 (Ref 142789)",Agmov
15810,"Bastão Balizador de Haste Única Smart 1,50 Metros 1.01.0797 (Ref 145128)",Agmov
15811,"Bastão Balizador de Haste Única Smart 2,50 Metros 1.01.1380",Agmov
15812,Porta Toalha/cabide Cromado Simples Talita,METAIS TALITA
15813,Porta Toalha Cromado/barra de Parede Talita 50cm,METAIS TALITA
15814,"Bastão Balizador Offshore Fibra de Vidro 2,30 Metros 1.05.0800",Agmov
15815,"Bastão Balizador Offshore Haste Alumínio 1,50 Metros 1.05.0910",Agmov
15819,"Bastão Balizador ON/OFF 1,00 Metros CG 1.03.0562",Agmov
15821,"Bastão Balizador On/off CG 1,00 Metro 1.03.0562",Agmov
15822,"Bastão Balizador On/off CG 1,25 Metros 1.03.0323",Agmov
15825,"Bastão Balizador On/off CG 1,50 Metros 1.03.0565",Agmov
15826,"Bastão Balizador On/off CG 2,00 Metros 1.03.0563",Agmov
15832,Bastão Rei 228.6x25.4mm C20 R5V6,Pontabras
15834,Bastão Salvador Standard 300mm 1.30.0396,Agmov
15835,Bastão Salvador Standard 375mm 1.30.0224,Agmov
15838,Bastão Salvador Standard 600mm 1.30.0340 (Ref 142797),Agmov
15839,Bastão Salvador Standard 600mm 1.30.0340 (Ref 142869),Agmov
15841,Bastão Salvador Standard 850mm 1.30.0337,Agmov
15845,Porta Toalha em Barra Cromado Lorenvogue,LORENZETTI
15849,Porta Toalha Talita Argola Stander,METAIS TALITA
15854,Porta Toalha Valle Metais Reto Black 50cm,VALLEMETAL
15866,Porta Toalhas de Rosto Loren Vogue Cromado,LORENZETTI
15871,Prateleira Loren Like 2030 C78 Cromada,LORENZETTI
15874,Prateleira Revisteiro Decorare 45x10x10cm Branco,PRAT-K
15876,Prateleira Revisteiro Decorare Branco 10x10x70cm,PRAT-K
15878,Prato Quadrado JPQDK30 Café,JAPI
15879,Prato Quadrado JPQDK30 Cimento: a Solução Perfeita para Suas Plantas,JAPI
15881,Prato Redondo Cimento Slim 35cm,JAPI
15883,Prato Redondo JPRDK25 Café,JAPI
15885,Prato Redondo JPRDK30 Café,JAPI
15887,Prato Redondo para Vaso de Planta Pedra 24cm,AFORT
15889,Prato Redondo Linea Chumbo 35,JAPI
15904,Prolongador de Caixinha de Luz 4x4,SLEEK
15929,Prumo de Parede,CORTAG
15930,Purificador de Água Branco Gioviale,LORENZETTI
15933,Purificador de Água Acqua Bella de Parede - Branco,LORENZETTI
15938,Purificador de Água Vitale - Branco,LORENZETTI
15939,Purificador de Água Acqua Due Branco,LORENZETTI
15973,"Ralo Elegance Aço Inox Escovado 12,5x12,5cm",MOZAIK
15975,"Ralo Elegance Aço Inox Escovado 17,5x17,5cm",MOZAIK
15977,"Ralo Elegance Aço Inox Ouro 12,5x12,5cm",MOZAIK
15979,"Ralo Elegance Aço Inox Ouro 17,5x17,5cm",MOZAIK
15981,"Ralo Elegance Aço Inox Polido 12,5x12,5cm",MOZAIK
15983,"Ralo Elegance Aço Inox Preto 12,5x12,5cm",MOZAIK
15986,"Ralo Elegance Aço Inox Preto 17,5x17,5cm",MOZAIK
15988,Ralo Galvanizado com Caixilho 10x50cm,RONCONI
15989,"Ralo Elegance Polido 17,5x17,5cm",MOZAIK
15990,Ralo Galvanizado com Caixilho 10x100cm,RONCONI
15993,Ralo Grelha Aço Inox 304 com Caixa 15x15cm,DINOX
15995,Ralo Grelha Aço Inox 304 sem Caixilho 10x10cm,DINOX
15996,Ralo Grelha Aço Inox 304 sem Caixilho 15x15cm,DINOX
15999,Ralo Inox com Sifão Polido Rapp1010 10x10cm,MOZAIK
16001,Descrição Técnica,RALO LINEAR
16002,Oculto 120 cm Base PVC: Solução Inovadora para Drenagem de Águas,RALO LINEAR
16011,Inox Tampa Oculta Saída Lateral 80cm,MOZAIK
16013,Tampa Oculta,RALO LINEAR
16018,Royal com Tampa Inox 80cm,RALO LINEAR
16019,Royal com Tampa Oculta,RALO LINEAR
16021,Royal com Tampa Oculta 80cm,RALO LINEAR
16022,Smart Tampa Inox sem Sifão 70cm,RALO LINEAR
16026,Smart Tampa Oculta sem Sifão 60cm,RALO LINEAR
16027,Smart Tampa Oculta sem Sifão 70cm,RALO LINEAR
16028,Square Tampa Inox Escovado 15x15cm,RALO LINEAR
16032,Square Tampa Oculta 15x15cm,RALO LINEAR
16033,Square Tampa Oculta 10x10cm,RALO LINEAR
16045,Versatile Tampa Inox Escovado 75cm,RALO LINEAR
16048,Versatile Tampa Oculta 75cm,RALO LINEAR
16051,Ralo para Pia 3.1/2 Americana Inox,ASTRA
16055,Ralo Quadrado Tampa Oculta 10x10cm,RALO LINEAR
16057,Ralo Quadrado Tampa Oculta 15x15cm,NOVII
16059,Ralo Quattro Tampa Oculta Mini 10x10cm,MOZAIK
16061,Ralo Quattro Tampa Oculta 15x15cm,MOZAIK
16062,Ralo Galvanizado com Caixilho 15x100,RONCONI
16070,Ramo Latão Cotovelo Bolsaxfemea N.11 BXR 22X1/2,FORUSI
16073,Ramo Latão Curva Transposição 22mm,FORUSI
16075,Raspador de Argamassa: Precisão e Eficiência em Acabamentos,CORTAG
16076,Raspador de Rejunte Standard,CORTAG
16078,Redução Excêntrica de Esgoto 200x150mm,SHIVA
16084,Baú para Ferramentas 635x1219x609mm 2448,Greenlee
16086,Baú para Ferramentas 762x1219x762mm 3048,Greenlee
16087,Baú para Ferramentas com Bandeja 02,Fercar
16089,Baú para Ferramentas com Bandeja 400mm 640,Marcon
16092,Baú para Ferramentas com Bandeja 500mm 650,Marcon
16095,Baú para Ferramentas sem Bandeja,Marcon
16096,Baú para Ferramentas sem Bandeja 300mm R-30,Marcon
16100,Baú para Ferramentas sem Bandeja 500mm 750,Marcon
16102,Baú Reforçado com Bandeja Removível 700x370x280mm Azul 15,Fercar
16104,Baú Reforçado para Ferramentas com Bandeja Removível 600x300x250mm 14,Fercar
16105,Bebedouro de Mesa 65W Bivolt,Ventisol
16109,"Bedame HSS 1/2"" X 1/8"" X 6"" (Ades)",Ades
16110,Refil Blindado,ACQUABIOS
16111,Refil Purificador Gioviale,LORENZETTI
16112,"Bedame HSS 1/2"" X 1/8"" X 6"" (Ref UL-104, Nvo)",Nvo
16113,"Bedame HSS 1/2"" X 3/32"" X 4.1/2""",Ades
16114,Refil para Filtro Acqua Bella/vitale,LORENZETTI
16117,"Bedame HSS 1/2""x 1/8"" X 6""",Htom
16118,Refil para Purificador Acqua Due,LORENZETTI
16119,"Bedame HSS 1"" X 3/16"" X 6""",Ades
16121,"Bedame HSS 12 1 X 3/16"" X 6""",Htom
16123,"Bedame HSS 12 3/4"" X 5/32"" X 6""",Htom
16124,"Bedame HSS 12 3/4"" X 1/8"" x5"" (Ref 38513, Htom)",Htom
16126,"Bedame HSS 12 7/8"" X 1/8"" X 6""",Htom
16128,"Bedame HSS 3/4"" X 1/8"" X 5"" (Ades)",Ades
16130,"Bedame HSS 3/4"" X 1/8"" X 5"" (Ref UL-115, Nvo)",Nvo
16133,"Bedame HSS 3/4"" X 1/8"" X 6"" (Ades)",Ades
16135,"Bedame HSS 3/4"" X 1/8"" X 6"" (Ref 41542, Htom)",Htom
16136,"Bedame HSS 3/4"" X 1/8"" X 6"" (Ref UL-116, Nvo)",Nvo
16139,"Bedame HSS 3/4"" X 5/32"" X 6""",Ades
16140,"Bedame HSS 3/4"" X 3/16"" X 6""",Ades
16142,"Bedame HSS 5/8"" X 1/8"" X 6"" (Ades)",Ades
16143,"Bedame HSS 5/8"" X 1/8"" X 5""",Nvo
16147,"Bedame HSS 5/8""x1/8""x6""",Htom
16149,"Bedame HSS 5/8"" X 1/8"" X 6"" (Ref UL-108, Nvo)",Nvo
16150,"Bedame HSS 5/8"" X 3/32"" X 5""",Ades
16151,"Bedame HSS 7/8"" X 1/8"" X 6"" (Ref 1026250961, Ades)",Ades
16154,"Bedame HSS 7/8"" X 1/8"" X 6"" (Ref UL-122, Nvo)",Nvo
16155,"Bedame HSS 7/8"" X 3/16"" X 6""",Ades
16158,"Bedame Hss-co 10% 1/2"" X 1/8"" X 6"" (Ades)",Ades
16159,"Bedame Hss-co 10% 1/2"" X 1/8"" X 4.1/2""",Ades
16163,"Bedame Hss-co 10% 1/2"" X 3/32"" X 4.1/2"" (Ades)",Ades
16164,"Bedame Hss-co 10% 1/2"" X 1/8"" X 6"" (Ref SU-504, Nvo)",Nvo
16166,"Bedame Hss-co 10% 1/2"" X 3/32"" X 4.1/2"" (Ref SU-500, Nvo)",Nvo
16168,"Bedame Hss-co 10% 1"" X 1/8"" X 6""",Ades
16171,"Bedame Hss-co 10% 1"" X 3/16"" X 6""",Ades
16172,"Bedame Hss-co 10% 3/4"" X 1/8"" X 5"" (Ades)",Ades
16176,"Bedame Hss-co 10% 3/4"" X 1/8"" X 5"" (Ref SU-515, Nvo)",Nvo
16177,"Bedame Hss-co 10% 3/4"" X 1/8"" X 6"" (Ref SU-516, Nvo)",Nvo
16178,"Bedame Hss-co 10% 3/4"" X 1/8"" X 6"" (Ades)",Ades
16180,"Bedame Hss-co 10% 3/4"" X 3/16"" X 6""",Ades
16181,"Bedame Hss-co 10% 5/8"" X 1/8"" X 5""",Ades
16184,"Bedame Hss-co 10% 3/4"" X 5/32"" X 6""",Ades
16187,"Bedame Hss-co 10% 5/8"" X 1/8"" X 6"" (Ades)",Ades
16188,"Bedame Hss-co 10% 5/8"" X 1/8"" X 6"" (Ref SU-508, Nvo)",Nvo
16190,"Bedame Hss-co 10% 5/8"" X 5/32"" X 6""",Ades
16191,"Bedame Hss-co 10% 5/8"" X 5/32"" X 5""",Ades
16192,"Bedame Hss-co 10% 7/8"" X 1/8"" X 6""",Ades
16196,"Bedame Hss-co 10% 7/8"" X 3/16"" X 6""",Ades
16197,Bedame para Acanalar Interno Aço FAI 1212 DP30,Souza Fer
16200,"Bedame Hss-co 10% 7/8"" X 5/32"" X 6""",Ades
16201,Bedame para Sangrar/cortar Aço ISO 7 1208 DK10,Souza Fer
16204,Bedame para Sangrar/cortar Aço ISO 7 2012 DP30,Souza Fer
16207,Bedame para Sangrar/cortar Aço ISO 7 2516 DK10,Souza Fer
16208,Bedame para Sangrar/cortar FOFO ISO 7 2012 DK10,Souza Fer
16211,Bedame para Sangrar/cortar FOFO ISO 7 1212 EK01,Souza Fer
16253,Régua de Alumínio Grossa para Pedreiro 2 Metros Azul,NOVO HORIZONTE
16258,Régua para Pedreiro em Alumínio 2 Metros,NOVO HORIZONTE
16314,Betoneira 120 Litros Monofásica com Painel 220V,Csm
16333,Betoneira 400 Litros Monofásica com Painel 220V 1 TRAÇO SUPER 400,Csm
16379,Bico Aplicador Staticmix 3.2mm com 10 Peças B16E,Loctite
16380,"Bico Automático para Abastecimento 1""",Lupus
16386,"Bico Automático para Abastecimento 1"" Verde 4628",Bremen
16387,"Bico Automático para Abastecimento Curto 3/4"" Preto 4651",Bremen
16389,"Bico Automático para Abastecimento Saída 1"" Curto BR120 1843",Bremen
16391,Bico de Aquecimento N°300 Acetileno BMA AC,Condor
16392,Bico de Ar de Botão em Alumínio para Limpeza 8,Arprex
16398,Bico de Baixa Pressão para Lavadora 9.371-008.0,Karcher
16401,"Bico de Ar para Limpeza (Ref LUB-1989C, Lubefer)",Lubefer
16402,"Bico de Contato M6 1,2mm",Esab-Tbi
16406,Bico de Contato M6 8mm,Esab-Tbi
16408,Bico de Contato M6 1mm,Esab-Tbi
16410,"Bico de Contato M8 0,8mm",Esab-Tbi
16412,"Bico de Contato M8 1,2mm",Esab-Tbi
16414,"Bico de Contato M8 1,6mm",Esab-Tbi
16417,Bico de Contato M8 1mm,Esab-Tbi
16418,Bico de Contato M8x30mm ECU 1.6,Esab-Tbi
16458,Conheça o Removedor Pastoso,Farben
16467,Bico de Fluido 1.1mm,Devilbiss
16473,Reservatório Inox Térmico 304 Horizontal Alta Pressão 600L,KOMECO
16475,Reservatório Inox Térmico 304 Horizontal Alta Pressão 400L,KOMECO
16476,Reservatório Inox Térmico 304 Horizontal Baixa Pressão,KOMECO
16477,Bico de Limpeza com Bico Longo com Gatinho 100mm -8SL,Arprex
16478,"Bico de Limpeza com Gatilho Bico Longo 1/4""",Puma
16479,Reservatório Inox Térmico 304 Horizontal Baixa Pressão 200L,KOMECO
16480,Bico de Limpeza com Gatilho BL-2,Bozza
16481,Reservatório Inox Térmico 304 Horizontal Baixa Pressão 300L,KOMECO
16483,Reservatório Inox Térmico 304 Horizontal Baixa Pressão 400L,KOMECO
16484,Reservatório Inox Térmico 304 Horizontal Baixa Pressão 800L,KOMECO
16485,"Bico de Limpeza com Gatinho 1/4""",Puma
16486,Bico de Limpeza em Alumínio,Puma
16487,Resina Acqua Multiuso Incolor 18L,HYDRONORTH
16488,Bico de Limpeza em Alumínio com Gatilho Bico Longo MS 2-TL,Steula
16489,Resina Acqua Incolor,HYDRONORTH
16490,Bico de Limpeza em Alumínio com Gatilho MS 2,Steula
16491,"Resina Acrílica Acqua Cerâmica Galão Cor Telha 3,6L",HYDRONORTH
16492,"Resina Acrílica Acqua Incolor Galão 3,6l",HYDRONORTH
16493,Bico de Limpeza em Polipropileno Azul com Vazão Controladora BSP 1/4 MS,Steula
16494,"Resina Acrílica Base Solvente para Telha 3,6l Cerâmica",HYDRONORTH
16495,Resina Acrílica Multiuso Acqua 18L Cerâmica,HYDRONORTH
16497,Bico de Limpeza Injetado com Gatilho Longo,Schweers
16499,Resina Impermeabilizante Base de Solvente Incolor,HYDRONORTH
16501,Resina Acrílica Multiuso Solvente Incolor 18L,HYDRONORTH
16504,"Resina Multiuso Base Solvente Incolor 3,6L",HYDRONORTH
16505,Resistência 220V Loren Shower,LORENZETTI
16506,Bico de Limpeza Nylon com Gatilho OMEGA 8,Arprex
16508,Resina Multiuso Cerâmica/telha,HYDRONORTH
16510,Bico de Limpeza Plástico com Bico de Segurança MS 15-P VC,Steula
16514,Resistência para Aquecedor 127V 500W,LORENZETTI
16515,Bico de Limpeza Reto com Gancho,Puma
16517,Bico de Trava para Encher Pneus MS 11,Steula
16518,Resistência para Aquecedor Versátil 220V 5500W 755G,LORENZETTI
16520,Bico Duplo para Encher Pneu 140mm BC,Steula
16525,Bico Duplo para Encher Pneus MS 5-CR,Steula
16549,Bico Leque Alta Potência 5.765-067.0,Karcher
16564,Bico Misturador 125ml 10 Peças STATMIX BIG,Loctite
16566,Bico Misturador 200/400ml 10mm 10 Peças,Loctite
16567,Bico Misturador 200/400ml 8mm 10 Peças,Loctite
16570,Bico Misturador 25ml 12 Peças TEROSON ET QUAD ST MIX SMALL,Loctite
16572,Bico Misturador 400ml 6mm com 10 Peças STATICMIXER,Loctite
16575,Bico Misturador 400ml 8mm 10 Peças para AA H8510 STATICMIX 24E,Loctite
16577,Bico Misturador 5.4 X 40mm Ajustável,Loctite
16579,Bico Misturador 50ml 5mm 10 Peças para HY 4080 STATICMIX 24E,Loctite
16580,Bico Misturador 50ml 6mm 20E B 10 Peças STATICMIX B,Loctite
16583,Bico Misturador para Aplicador,Ancora
16590,Bico para Limpeza em Alumínio MS 4,Steula
16591,Bico para Lavadora MB 0147C Turbo Rotopower 852872 JHF 4X,Hydronlubz
16593,Bico para Limpeza em Alumínio MS 4-TL,Steula
16596,Bico para Limpeza em Alumínio MS 6,Steula
16604,Bico Power 25080 5.765-058.0,Karcher
16605,Bico Power 25040 para HD 6/15 5.765-050.0,Karcher
16617,Bico Turbo para Lavadora HD/HDS 07/08 9.302-496.0,Karcher
16621,Bico Turbo para Lavadora HD 585 9.302-49,Karcher
16625,Bico Turbo Simples para Lavadora,Karcher
16626,Biseladora/chanfradeira 45gr 60mm 1250W 220V B45S,Euroboor
16627,Biseladora/chanfradeira 45gr 60mm 1250W 220V B45S - max,Euroboor
16629,Biseladora/chanfradeira 60gr 24mm 1800W 200V B60S,Euroboor
16632,Biseladora Elétrica 150 a 340mm 750W 220V ISY 351,Merax
16633,Biseladora Elétrica 20 a 28mm 750W 220V ISY,Merax
16638,"Biseladora Elétrica 6"" a 12"" 1000W 220V ISD 323",Merax
16639,Biseladora Pneumática 150 a 340mm TCM 351,Merax
16640,Biseladora Elétrica 65 a 159mm 750W 220V ISY 150,Merax
16641,"Biseladora Portátil com Cabeçote 37 1/2"" 220V/230V",Ridgid
